# Origin	Destination	menuOption menuTarget objectID	Skills	Items	Quests	Duration	Display info
# Sailing (beta): board your own boat at a mooring point or port berth, sail,
# disembark at the destination. GENERATED by the tooling repo's
# SailingTransportRowsTest from the port-to-port sea matrix — do not edit by
# hand. Durations are PROVISIONAL (2 tiles/tick + 20 ticks overhead) until
# the speed calibration campaign; Sailing level requirements pending.
2059 2605 0	2542 3764 0	Board Mooring point 59834				737	Sailing: Wintumber Island → Waterbirth Island
2059 2605 0	2575 2291 0	Board Mooring point 59834				323	Sailing: Wintumber Island → 2575,2291
2059 2605 0	1555 2772 0	Board Mooring point 59834				291	Sailing: Wintumber Island → Shimmering Atoll
2059 2605 0	2579 2843 0	Board Mooring point 59834				315	Sailing: Wintumber Island → Corsair Cove
2059 2605 0	2612 3841 0	Board Mooring point 59834				780	Sailing: Wintumber Island → Etceteria
2059 2605 0	2660 2392 0	Board Mooring point 59834				358	Sailing: Wintumber Island → Charred Island
2059 2605 0	2651 2677 0	Board Mooring point 59834				329	Sailing: Wintumber Island → Void Knights' Outpost
2059 2605 0	2685 3162 0	Board Mooring point 59834				492	Sailing: Wintumber Island → Port Khazard
2059 2605 0	2670 3266 0	Board Mooring point 59834				546	Sailing: Wintumber Island → Necromancer Tower
2059 2605 0	2629 3704 0	Board Mooring point 59834				772	Sailing: Wintumber Island → Fremensund
2059 2605 0	2751 2951 0	Board Mooring point 59834				416	Sailing: Wintumber Island → Cairn Isle
2059 2605 0	2746 3304 0	Board Mooring point 59834				575	Sailing: Wintumber Island → Witchaven church
2059 2605 0	1726 3453 0	Board Mooring point 59834				484	Sailing: Wintumber Island → Charcoal Burners
2059 2605 0	2808 2509 0	Board Mooring point 59834				415	Sailing: Wintumber Island → Red Rock
2059 2605 0	1758 2655 0	Board Mooring point 59834				172	Sailing: Wintumber Island → The Crown Jewel
2059 2605 0	1776 3141 0	Board Mooring point 59834				398	Sailing: Wintumber Island → Fortis Cothon
2059 2605 0	2759 3229 0	Board Mooring point 59834				566	Sailing: Wintumber Island → North Brimhaven mine
2059 2605 0	2796 3413 0	Board Mooring point 59834				635	Sailing: Wintumber Island → Keep Le Faye
2059 2605 0	2849 2325 0	Board Mooring point 59834				451	Sailing: Wintumber Island → Last Light
2059 2605 0	2878 3335 0	Board Mooring point 59834				635	Sailing: Wintumber Island → Entrana church
2059 2605 0	1844 3688 0	Board Mooring point 59834				587	Sailing: Wintumber Island → Port Piscarilius
2059 2605 0	2860 3970 0	Board Mooring point 59834				922	Sailing: Wintumber Island → Weiss
2059 2605 0	1873 2983 0	Board Mooring point 59834				235	Sailing: Wintumber Island → Vatrachos Island
2059 2605 0	2907 3225 0	Board Mooring point 59834				637	Sailing: Wintumber Island → Lone oak island
2059 2605 0	1862 3307 0	Board Mooring point 59834				396	Sailing: Wintumber Island → Port Roberts bank
2059 2605 0	1892 3428 0	Board Mooring point 59834				452	Sailing: Wintumber Island → Chinchompa Island
2059 2605 0	2927 4055 0	Board Mooring point 59834				973	Sailing: Wintumber Island → Grimstone
2059 2605 0	2996 2287 0	Board Mooring point 59834				530	Sailing: Wintumber Island → The Onyx Crest
2059 2605 0	2965 2608 0	Board Mooring point 59834				486	Sailing: Wintumber Island → 2965,2608
2059 2605 0	1922 2759 0	Board Mooring point 59834				123	Sailing: Wintumber Island → Deepfin Point
2059 2605 0	1958 3113 0	Board Mooring point 59834				289	Sailing: Wintumber Island → Minotaurs' Rest
2059 2605 0	2960 3146 0	Board Mooring point 59834				652	Sailing: Wintumber Island → Mudskipper Point
2059 2605 0	1953 4056 0	Board Mooring point 59834				758	Sailing: Wintumber Island → Brittle Isle
2059 2605 0	3060 2638 0	Board Mooring point 59834				530	Sailing: Wintumber Island → Dognose Island
2059 2605 0	3069 2986 0	Board Mooring point 59834				585	Sailing: Wintumber Island → The Pandemonium (ship)
2059 2605 0	3050 3192 0	Board Mooring point 59834				676	Sailing: Wintumber Island → Bay of Sarim
2095 3188 0	2059 2605 0	Board Mooring point 59834				322	Sailing: Lledrith Island → Wintumber Island
2095 3188 0	2079 3689 0	Board Mooring point 59834				290	Sailing: Lledrith Island → Buccaneers' Haven
2095 3188 0	3173 2368 0	Board Mooring point 59834				719	Sailing: Lledrith Island → The Summer Shore
2095 3188 0	3145 2824 0	Board Mooring point 59834				636	Sailing: Lledrith Island → Sea Spirit Dock
2095 3188 0	2143 3121 0	Board Mooring point 59834				62	Sailing: Lledrith Island → Port Tyras
2095 3188 0	2157 3325 0	Board Mooring point 59834				96	Sailing: Lledrith Island → Tirannwn Bight
2095 3188 0	2148 3531 0	Board Mooring point 59834				198	Sailing: Lledrith Island → Drumstick Isle
2095 3188 0	2151 3880 0	Board Mooring point 59834				381	Sailing: Lledrith Island → Lunar Isle
2095 3188 0	2193 2319 0	Board Mooring point 59834				469	Sailing: Lledrith Island → Sunbleak Island
2095 3188 0	1201 2733 0	Board Mooring point 59834				547	Sailing: Lledrith Island → Laguna Aurorae
2095 3188 0	2220 3466 0	Board Mooring point 59834				202	Sailing: Lledrith Island → Ynysdail
2095 3188 0	2282 2821 0	Board Mooring point 59834				273	Sailing: Lledrith Island → 2282,2821
2095 3188 0	3353 2215 0	Board Mooring point 59834				835	Sailing: Lledrith Island → The Little Pearl
2095 3188 0	2344 2268 0	Board Mooring point 59834				517	Sailing: Lledrith Island → Rainbow's End
2095 3188 0	2320 2774 0	Board Mooring point 59834				292	Sailing: Lledrith Island → Tear of the Soul
2095 3188 0	2305 3689 0	Board Mooring point 59834				306	Sailing: Lledrith Island → Piscatoris bank
2095 3188 0	2310 3781 0	Board Mooring point 59834				346	Sailing: Lledrith Island → Neitiznot
2095 3188 0	2411 3781 0	Board Mooring point 59834				378	Sailing: Lledrith Island → Jatizso
2095 3188 0	2467 2718 0	Board Mooring point 59834				330	Sailing: Lledrith Island → Anglers' Retreat
2095 3188 0	1451 2969 0	Board Mooring point 59834				417	Sailing: Lledrith Island → Aldarin
2095 3188 0	2532 2531 0	Board Mooring point 59834				436	Sailing: Lledrith Island → Isle of Bones
2095 3188 0	1513 2973 0	Board Mooring point 59834				393	Sailing: Lledrith Island → Sunset Coast
2095 3188 0	1506 3402 0	Board Mooring point 59834				344	Sailing: Lledrith Island → Lands End
2095 3188 0	2542 3764 0	Board Mooring point 59834				440	Sailing: Lledrith Island → Waterbirth Island
2095 3188 0	2575 2291 0	Board Mooring point 59834				551	Sailing: Lledrith Island → 2575,2291
2095 3188 0	1555 2772 0	Board Mooring point 59834				384	Sailing: Lledrith Island → Shimmering Atoll
2095 3188 0	2579 2843 0	Board Mooring point 59834				358	Sailing: Lledrith Island → Corsair Cove
2095 3188 0	2612 3841 0	Board Mooring point 59834				482	Sailing: Lledrith Island → Etceteria
2095 3188 0	2660 2392 0	Board Mooring point 59834				525	Sailing: Lledrith Island → Charred Island
2095 3188 0	2651 2677 0	Board Mooring point 59834				410	Sailing: Lledrith Island → Void Knights' Outpost
2095 3188 0	2685 3162 0	Board Mooring point 59834				535	Sailing: Lledrith Island → Port Khazard
2095 3188 0	2670 3266 0	Board Mooring point 59834				588	Sailing: Lledrith Island → Necromancer Tower
2095 3188 0	2629 3704 0	Board Mooring point 59834				474	Sailing: Lledrith Island → Fremensund
2095 3188 0	2751 2951 0	Board Mooring point 59834				459	Sailing: Lledrith Island → Cairn Isle
2095 3188 0	2746 3304 0	Board Mooring point 59834				618	Sailing: Lledrith Island → Witchaven church
2095 3188 0	1726 3453 0	Board Mooring point 59834				256	Sailing: Lledrith Island → Charcoal Burners
2095 3188 0	2808 2509 0	Board Mooring point 59834				532	Sailing: Lledrith Island → Red Rock
2095 3188 0	1758 2655 0	Board Mooring point 59834				344	Sailing: Lledrith Island → The Crown Jewel
2095 3188 0	1776 3141 0	Board Mooring point 59834				219	Sailing: Lledrith Island → Fortis Cothon
2095 3188 0	2759 3229 0	Board Mooring point 59834				609	Sailing: Lledrith Island → North Brimhaven mine
2095 3188 0	2796 3413 0	Board Mooring point 59834				677	Sailing: Lledrith Island → Keep Le Faye
2095 3188 0	2849 2325 0	Board Mooring point 59834				605	Sailing: Lledrith Island → Last Light
2095 3188 0	2878 3335 0	Board Mooring point 59834				678	Sailing: Lledrith Island → Entrana church
2095 3188 0	1844 3688 0	Board Mooring point 59834				301	Sailing: Lledrith Island → Port Piscarilius
2095 3188 0	2860 3970 0	Board Mooring point 59834				624	Sailing: Lledrith Island → Weiss
2095 3188 0	1873 2983 0	Board Mooring point 59834				181	Sailing: Lledrith Island → Vatrachos Island
2095 3188 0	2907 3225 0	Board Mooring point 59834				679	Sailing: Lledrith Island → Lone oak island
2095 3188 0	1862 3307 0	Board Mooring point 59834				166	Sailing: Lledrith Island → Port Roberts bank
2095 3188 0	1892 3428 0	Board Mooring point 59834				180	Sailing: Lledrith Island → Chinchompa Island
2095 3188 0	2927 4055 0	Board Mooring point 59834				676	Sailing: Lledrith Island → Grimstone
2095 3188 0	2996 2287 0	Board Mooring point 59834				667	Sailing: Lledrith Island → The Onyx Crest
2095 3188 0	2965 2608 0	Board Mooring point 59834				575	Sailing: Lledrith Island → 2965,2608
2095 3188 0	1922 2759 0	Board Mooring point 59834				263	Sailing: Lledrith Island → Deepfin Point
2095 3188 0	1958 3113 0	Board Mooring point 59834				106	Sailing: Lledrith Island → Minotaurs' Rest
2095 3188 0	2960 3146 0	Board Mooring point 59834				695	Sailing: Lledrith Island → Mudskipper Point
2095 3188 0	1953 4056 0	Board Mooring point 59834				472	Sailing: Lledrith Island → Brittle Isle
2095 3188 0	3060 2638 0	Board Mooring point 59834				617	Sailing: Lledrith Island → Dognose Island
2095 3188 0	3069 2986 0	Board Mooring point 59834				628	Sailing: Lledrith Island → The Pandemonium (ship)
2095 3188 0	3050 3192 0	Board Mooring point 59834				718	Sailing: Lledrith Island → Bay of Sarim
2079 3689 0	2059 2605 0	Board Mooring point 59834				588	Sailing: Buccaneers' Haven → Wintumber Island
2079 3689 0	2095 3188 0	Board Mooring point 59834				290	Sailing: Buccaneers' Haven → Lledrith Island
2079 3689 0	3173 2368 0	Board Mooring point 59834				986	Sailing: Buccaneers' Haven → The Summer Shore
2079 3689 0	3145 2824 0	Board Mooring point 59834				902	Sailing: Buccaneers' Haven → Sea Spirit Dock
2079 3689 0	2143 3121 0	Board Mooring point 59834				328	Sailing: Buccaneers' Haven → Port Tyras
2079 3689 0	2157 3325 0	Board Mooring point 59834				227	Sailing: Buccaneers' Haven → Tirannwn Bight
2079 3689 0	2148 3531 0	Board Mooring point 59834				127	Sailing: Buccaneers' Haven → Drumstick Isle
2079 3689 0	2151 3880 0	Board Mooring point 59834				131	Sailing: Buccaneers' Haven → Lunar Isle
2079 3689 0	2193 2319 0	Board Mooring point 59834				736	Sailing: Buccaneers' Haven → Sunbleak Island
2079 3689 0	1201 2733 0	Board Mooring point 59834				771	Sailing: Buccaneers' Haven → Laguna Aurorae
2079 3689 0	2220 3466 0	Board Mooring point 59834				173	Sailing: Buccaneers' Haven → Ynysdail
2079 3689 0	2282 2821 0	Board Mooring point 59834				540	Sailing: Buccaneers' Haven → 2282,2821
2079 3689 0	3353 2215 0	Board Mooring point 59834				1102	Sailing: Buccaneers' Haven → The Little Pearl
2079 3689 0	2344 2268 0	Board Mooring point 59834				784	Sailing: Buccaneers' Haven → Rainbow's End
2079 3689 0	2320 2774 0	Board Mooring point 59834				558	Sailing: Buccaneers' Haven → Tear of the Soul
2079 3689 0	2305 3689 0	Board Mooring point 59834				135	Sailing: Buccaneers' Haven → Piscatoris bank
2079 3689 0	2310 3781 0	Board Mooring point 59834				146	Sailing: Buccaneers' Haven → Neitiznot
2079 3689 0	2411 3781 0	Board Mooring point 59834				197	Sailing: Buccaneers' Haven → Jatizso
2079 3689 0	2467 2718 0	Board Mooring point 59834				597	Sailing: Buccaneers' Haven → Anglers' Retreat
2079 3689 0	1451 2969 0	Board Mooring point 59834				640	Sailing: Buccaneers' Haven → Aldarin
2079 3689 0	2532 2531 0	Board Mooring point 59834				703	Sailing: Buccaneers' Haven → Isle of Bones
2079 3689 0	1513 2973 0	Board Mooring point 59834				617	Sailing: Buccaneers' Haven → Sunset Coast
2079 3689 0	1506 3402 0	Board Mooring point 59834				391	Sailing: Buccaneers' Haven → Lands End
2079 3689 0	2542 3764 0	Board Mooring point 59834				263	Sailing: Buccaneers' Haven → Waterbirth Island
2079 3689 0	2575 2291 0	Board Mooring point 59834				818	Sailing: Buccaneers' Haven → 2575,2291
2079 3689 0	1555 2772 0	Board Mooring point 59834				608	Sailing: Buccaneers' Haven → Shimmering Atoll
2079 3689 0	2579 2843 0	Board Mooring point 59834				624	Sailing: Buccaneers' Haven → Corsair Cove
2079 3689 0	2612 3841 0	Board Mooring point 59834				305	Sailing: Buccaneers' Haven → Etceteria
2079 3689 0	2660 2392 0	Board Mooring point 59834				792	Sailing: Buccaneers' Haven → Charred Island
2079 3689 0	2651 2677 0	Board Mooring point 59834				677	Sailing: Buccaneers' Haven → Void Knights' Outpost
2079 3689 0	2685 3162 0	Board Mooring point 59834				802	Sailing: Buccaneers' Haven → Port Khazard
2079 3689 0	2670 3266 0	Board Mooring point 59834				855	Sailing: Buccaneers' Haven → Necromancer Tower
2079 3689 0	2629 3704 0	Board Mooring point 59834				297	Sailing: Buccaneers' Haven → Fremensund
2079 3689 0	2751 2951 0	Board Mooring point 59834				726	Sailing: Buccaneers' Haven → Cairn Isle
2079 3689 0	2746 3304 0	Board Mooring point 59834				885	Sailing: Buccaneers' Haven → Witchaven church
2079 3689 0	1726 3453 0	Board Mooring point 59834				276	Sailing: Buccaneers' Haven → Charcoal Burners
2079 3689 0	2808 2509 0	Board Mooring point 59834				799	Sailing: Buccaneers' Haven → Red Rock
2079 3689 0	1758 2655 0	Board Mooring point 59834				595	Sailing: Buccaneers' Haven → The Crown Jewel
2079 3689 0	1776 3141 0	Board Mooring point 59834				369	Sailing: Buccaneers' Haven → Fortis Cothon
2079 3689 0	2759 3229 0	Board Mooring point 59834				875	Sailing: Buccaneers' Haven → North Brimhaven mine
2079 3689 0	2796 3413 0	Board Mooring point 59834				944	Sailing: Buccaneers' Haven → Keep Le Faye
2079 3689 0	2849 2325 0	Board Mooring point 59834				871	Sailing: Buccaneers' Haven → Last Light
2079 3689 0	2878 3335 0	Board Mooring point 59834				944	Sailing: Buccaneers' Haven → Entrana church
2079 3689 0	1844 3688 0	Board Mooring point 59834				152	Sailing: Buccaneers' Haven → Port Piscarilius
2079 3689 0	2860 3970 0	Board Mooring point 59834				447	Sailing: Buccaneers' Haven → Weiss
2079 3689 0	1873 2983 0	Board Mooring point 59834				419	Sailing: Buccaneers' Haven → Vatrachos Island
2079 3689 0	2907 3225 0	Board Mooring point 59834				946	Sailing: Buccaneers' Haven → Lone oak island
2079 3689 0	1862 3307 0	Board Mooring point 59834				266	Sailing: Buccaneers' Haven → Port Roberts bank
2079 3689 0	1892 3428 0	Board Mooring point 59834				206	Sailing: Buccaneers' Haven → Chinchompa Island
2079 3689 0	2927 4055 0	Board Mooring point 59834				499	Sailing: Buccaneers' Haven → Grimstone
2079 3689 0	2996 2287 0	Board Mooring point 59834				934	Sailing: Buccaneers' Haven → The Onyx Crest
2079 3689 0	2965 2608 0	Board Mooring point 59834				842	Sailing: Buccaneers' Haven → 2965,2608
2079 3689 0	1922 2759 0	Board Mooring point 59834				527	Sailing: Buccaneers' Haven → Deepfin Point
2079 3689 0	1958 3113 0	Board Mooring point 59834				343	Sailing: Buccaneers' Haven → Minotaurs' Rest
2079 3689 0	2960 3146 0	Board Mooring point 59834				961	Sailing: Buccaneers' Haven → Mudskipper Point
2079 3689 0	1953 4056 0	Board Mooring point 59834				218	Sailing: Buccaneers' Haven → Brittle Isle
2079 3689 0	3060 2638 0	Board Mooring point 59834				884	Sailing: Buccaneers' Haven → Dognose Island
2079 3689 0	3069 2986 0	Board Mooring point 59834				895	Sailing: Buccaneers' Haven → The Pandemonium (ship)
2079 3689 0	3050 3192 0	Board Mooring point 59834				985	Sailing: Buccaneers' Haven → Bay of Sarim
3173 2368 0	2059 2605 0	Board Gangplank 59832				609	Sailing: The Summer Shore → Wintumber Island
3173 2368 0	2095 3188 0	Board Gangplank 59832				719	Sailing: The Summer Shore → Lledrith Island
3173 2368 0	2079 3689 0	Board Gangplank 59832				986	Sailing: The Summer Shore → Buccaneers' Haven
3173 2368 0	3145 2824 0	Board Gangplank 59832				291	Sailing: The Summer Shore → Sea Spirit Dock
3173 2368 0	2143 3121 0	Board Gangplank 59832				680	Sailing: The Summer Shore → Port Tyras
3173 2368 0	2157 3325 0	Board Gangplank 59832				784	Sailing: The Summer Shore → Tirannwn Bight
3173 2368 0	2148 3531 0	Board Gangplank 59832				891	Sailing: The Summer Shore → Drumstick Isle
3173 2368 0	2151 3880 0	Board Gangplank 59832				1074	Sailing: The Summer Shore → Lunar Isle
3173 2368 0	2193 2319 0	Board Gangplank 59832				522	Sailing: The Summer Shore → Sunbleak Island
3173 2368 0	1201 2733 0	Board Gangplank 59832				1050	Sailing: The Summer Shore → Laguna Aurorae
3173 2368 0	2220 3466 0	Board Gangplank 59832				896	Sailing: The Summer Shore → Ynysdail
3173 2368 0	2282 2821 0	Board Gangplank 59832				525	Sailing: The Summer Shore → 2282,2821
3173 2368 0	3353 2215 0	Board Gangplank 59832				139	Sailing: The Summer Shore → The Little Pearl
3173 2368 0	2344 2268 0	Board Gangplank 59832				447	Sailing: The Summer Shore → Rainbow's End
3173 2368 0	2320 2774 0	Board Gangplank 59832				502	Sailing: The Summer Shore → Tear of the Soul
3173 2368 0	2305 3689 0	Board Gangplank 59832				999	Sailing: The Summer Shore → Piscatoris bank
3173 2368 0	2310 3781 0	Board Gangplank 59832				1039	Sailing: The Summer Shore → Neitiznot
3173 2368 0	2411 3781 0	Board Gangplank 59832				1072	Sailing: The Summer Shore → Jatizso
3173 2368 0	2467 2718 0	Board Gangplank 59832				424	Sailing: The Summer Shore → Anglers' Retreat
3173 2368 0	1451 2969 0	Board Gangplank 59832				955	Sailing: The Summer Shore → Aldarin
3173 2368 0	2532 2531 0	Board Gangplank 59832				361	Sailing: The Summer Shore → Isle of Bones
3173 2368 0	1513 2973 0	Board Gangplank 59832				932	Sailing: The Summer Shore → Sunset Coast
3173 2368 0	1506 3402 0	Board Gangplank 59832				1021	Sailing: The Summer Shore → Lands End
3173 2368 0	2542 3764 0	Board Gangplank 59832				1133	Sailing: The Summer Shore → Waterbirth Island
3173 2368 0	2575 2291 0	Board Gangplank 59832				333	Sailing: The Summer Shore → 2575,2291
3173 2368 0	1555 2772 0	Board Gangplank 59832				878	Sailing: The Summer Shore → Shimmering Atoll
3173 2368 0	2579 2843 0	Board Gangplank 59832				411	Sailing: The Summer Shore → Corsair Cove
3173 2368 0	2612 3841 0	Board Gangplank 59832				1175	Sailing: The Summer Shore → Etceteria
3173 2368 0	2660 2392 0	Board Gangplank 59832				281	Sailing: The Summer Shore → Charred Island
3173 2368 0	2651 2677 0	Board Gangplank 59832				332	Sailing: The Summer Shore → Void Knights' Outpost
3173 2368 0	2685 3162 0	Board Gangplank 59832				510	Sailing: The Summer Shore → Port Khazard
3173 2368 0	2670 3266 0	Board Gangplank 59832				564	Sailing: The Summer Shore → Necromancer Tower
3173 2368 0	2629 3704 0	Board Gangplank 59832				1168	Sailing: The Summer Shore → Fremensund
3173 2368 0	2751 2951 0	Board Gangplank 59832				398	Sailing: The Summer Shore → Cairn Isle
3173 2368 0	2746 3304 0	Board Gangplank 59832				593	Sailing: The Summer Shore → Witchaven church
3173 2368 0	1726 3453 0	Board Gangplank 59832				946	Sailing: The Summer Shore → Charcoal Burners
3173 2368 0	2808 2509 0	Board Gangplank 59832				220	Sailing: The Summer Shore → Red Rock
3173 2368 0	1758 2655 0	Board Gangplank 59832				759	Sailing: The Summer Shore → The Crown Jewel
3173 2368 0	1776 3141 0	Board Gangplank 59832				888	Sailing: The Summer Shore → Fortis Cothon
3173 2368 0	2759 3229 0	Board Gangplank 59832				580	Sailing: The Summer Shore → North Brimhaven mine
3173 2368 0	2796 3413 0	Board Gangplank 59832				625	Sailing: The Summer Shore → Keep Le Faye
3173 2368 0	2849 2325 0	Board Gangplank 59832				193	Sailing: The Summer Shore → Last Light
3173 2368 0	2878 3335 0	Board Gangplank 59832				565	Sailing: The Summer Shore → Entrana church
3173 2368 0	1844 3688 0	Board Gangplank 59832				1000	Sailing: The Summer Shore → Port Piscarilius
3173 2368 0	2860 3970 0	Board Gangplank 59832				1308	Sailing: The Summer Shore → Weiss
3173 2368 0	1873 2983 0	Board Gangplank 59832				757	Sailing: The Summer Shore → Vatrachos Island
3173 2368 0	2907 3225 0	Board Gangplank 59832				506	Sailing: The Summer Shore → Lone oak island
3173 2368 0	1862 3307 0	Board Gangplank 59832				849	Sailing: The Summer Shore → Port Roberts bank
3173 2368 0	1892 3428 0	Board Gangplank 59832				878	Sailing: The Summer Shore → Chinchompa Island
3173 2368 0	2927 4055 0	Board Gangplank 59832				1284	Sailing: The Summer Shore → Grimstone
3173 2368 0	2996 2287 0	Board Gangplank 59832				119	Sailing: The Summer Shore → The Onyx Crest
3173 2368 0	2965 2608 0	Board Gangplank 59832				185	Sailing: The Summer Shore → 2965,2608
3173 2368 0	1922 2759 0	Board Gangplank 59832				693	Sailing: The Summer Shore → Deepfin Point
3173 2368 0	1958 3113 0	Board Gangplank 59832				753	Sailing: The Summer Shore → Minotaurs' Rest
3173 2368 0	2960 3146 0	Board Gangplank 59832				456	Sailing: The Summer Shore → Mudskipper Point
3173 2368 0	1953 4056 0	Board Gangplank 59832				1170	Sailing: The Summer Shore → Brittle Isle
3173 2368 0	3060 2638 0	Board Gangplank 59832				190	Sailing: The Summer Shore → Dognose Island
3173 2368 0	3069 2986 0	Board Gangplank 59832				364	Sailing: The Summer Shore → The Pandemonium (ship)
3173 2368 0	3050 3192 0	Board Gangplank 59832				470	Sailing: The Summer Shore → Bay of Sarim
3145 2824 0	2059 2605 0	Board Gangplank 59832				593	Sailing: Sea Spirit Dock → Wintumber Island
3145 2824 0	2095 3188 0	Board Gangplank 59832				636	Sailing: Sea Spirit Dock → Lledrith Island
3145 2824 0	2079 3689 0	Board Gangplank 59832				902	Sailing: Sea Spirit Dock → Buccaneers' Haven
3145 2824 0	3173 2368 0	Board Gangplank 59832				291	Sailing: Sea Spirit Dock → The Summer Shore
3145 2824 0	2143 3121 0	Board Gangplank 59832				597	Sailing: Sea Spirit Dock → Port Tyras
3145 2824 0	2157 3325 0	Board Gangplank 59832				701	Sailing: Sea Spirit Dock → Tirannwn Bight
3145 2824 0	2148 3531 0	Board Gangplank 59832				807	Sailing: Sea Spirit Dock → Drumstick Isle
3145 2824 0	2151 3880 0	Board Gangplank 59832				990	Sailing: Sea Spirit Dock → Lunar Isle
3145 2824 0	2193 2319 0	Board Gangplank 59832				567	Sailing: Sea Spirit Dock → Sunbleak Island
3145 2824 0	1201 2733 0	Board Gangplank 59832				1003	Sailing: Sea Spirit Dock → Laguna Aurorae
3145 2824 0	2220 3466 0	Board Gangplank 59832				812	Sailing: Sea Spirit Dock → Ynysdail
3145 2824 0	2282 2821 0	Board Gangplank 59832				453	Sailing: Sea Spirit Dock → 2282,2821
3145 2824 0	3353 2215 0	Board Gangplank 59832				355	Sailing: Sea Spirit Dock → The Little Pearl
3145 2824 0	2344 2268 0	Board Gangplank 59832				514	Sailing: Sea Spirit Dock → Rainbow's End
3145 2824 0	2320 2774 0	Board Gangplank 59832				447	Sailing: Sea Spirit Dock → Tear of the Soul
3145 2824 0	2305 3689 0	Board Gangplank 59832				915	Sailing: Sea Spirit Dock → Piscatoris bank
3145 2824 0	2310 3781 0	Board Gangplank 59832				955	Sailing: Sea Spirit Dock → Neitiznot
3145 2824 0	2411 3781 0	Board Gangplank 59832				988	Sailing: Sea Spirit Dock → Jatizso
3145 2824 0	2467 2718 0	Board Gangplank 59832				373	Sailing: Sea Spirit Dock → Anglers' Retreat
3145 2824 0	1451 2969 0	Board Gangplank 59832				899	Sailing: Sea Spirit Dock → Aldarin
3145 2824 0	2532 2531 0	Board Gangplank 59832				367	Sailing: Sea Spirit Dock → Isle of Bones
3145 2824 0	1513 2973 0	Board Gangplank 59832				876	Sailing: Sea Spirit Dock → Sunset Coast
3145 2824 0	1506 3402 0	Board Gangplank 59832				937	Sailing: Sea Spirit Dock → Lands End
3145 2824 0	2542 3764 0	Board Gangplank 59832				1049	Sailing: Sea Spirit Dock → Waterbirth Island
3145 2824 0	2575 2291 0	Board Gangplank 59832				413	Sailing: Sea Spirit Dock → 2575,2291
3145 2824 0	1555 2772 0	Board Gangplank 59832				825	Sailing: Sea Spirit Dock → Shimmering Atoll
3145 2824 0	2579 2843 0	Board Gangplank 59832				307	Sailing: Sea Spirit Dock → Corsair Cove
3145 2824 0	2612 3841 0	Board Gangplank 59832				1092	Sailing: Sea Spirit Dock → Etceteria
3145 2824 0	2660 2392 0	Board Gangplank 59832				346	Sailing: Sea Spirit Dock → Charred Island
3145 2824 0	2651 2677 0	Board Gangplank 59832				287	Sailing: Sea Spirit Dock → Void Knights' Outpost
